Frame,Chorea Label
40072,1
40073,1
40074,1
40075,1
40076,1
40077,1
40078,1
40079,1
40080,1
40081,1
40082,1
40083,1
40084,1
40085,1
40086,1
40087,1
40088,1
40089,1
40090,1
40091,0
40092,0
40093,0
40094,0
40095,0
40096,0
40097,0
40098,0
40099,0
40100,0
40101,0
40102,0
40103,0
40104,0
40105,0
40106,0
40107,0
40108,0
40109,0
40110,0
40111,0
40112,0
40113,0
40114,0
40115,0
40116,0
40117,0
40118,0
40119,0
40120,0
40121,0
40122,0
40123,0
40124,0
40125,0
40126,0
40127,0
40128,0
40129,0
40130,0
40131,0
40132,0
40133,0
40134,0
40135,0
40136,0
40137,0
40138,0
40139,0
40140,0
40141,0
40142,0
40143,0
40144,0
40145,0
40146,0
40147,0
40148,0
40149,0
40150,0
40151,0
40152,0
40153,0
40154,0
40155,0
40156,0
40157,0
40158,0
40159,1
40160,1
40161,1
40162,1
40163,1
40164,1
40165,1
40166,1
40167,1
40168,1
40169,1
40170,1
40171,1
40172,1
40173,1
40174,1
40175,1
40176,1
40177,1
40178,1
40179,1
40180,1
40181,1
40182,1
40183,1
40184,1
40185,1
40186,1
40187,1
40188,1
40189,1
40190,1
40191,1
40192,1
40193,1
40194,1
40195,1
40196,1
40197,1
40198,1
40199,1
40200,1
40201,1
40202,1
40203,1
40204,1
40205,1
40206,1
40207,1
40208,1
40209,1
40210,1
40211,1
40212,1
40213,1
40214,1
40215,1
40216,1
40217,1
40218,1
40219,0
40220,0
40221,0
40222,0
40223,0
40224,0
40225,0
40226,0
40227,0
40228,0
40229,0
40230,0
40231,0
40232,0
40233,0
40234,0
40235,0
40236,0
40237,0
40238,0
40239,0
40240,0
40241,0
40242,0
40243,0
40244,0
40245,0
40246,0
40247,0
40248,0
40249,0
40250,0
40251,0
40252,0
40253,0
40254,0
40255,0
40256,0
40257,0
40258,0
40259,0
40260,0
40261,0
40262,0
40263,0
40264,0
40265,0
40266,0
40267,3
40268,3
40269,3
40270,3
40271,3
40272,3
40273,3
40274,3
40275,3
40276,3
40277,3
40278,3
40279,3
40280,3
40281,3
40282,-9
40283,-9
40284,-9
40285,-9
40286,-9
40287,-9
40288,-9
40289,-9
40290,-9
40291,-9
40292,-9
40293,-9
40294,-9
40295,-9
40296,-9
40297,-9
40298,-9
40299,-9
40300,-9
40301,-9
40302,-9
40303,-9
40304,-9
40305,-9
40306,-9
40307,-9
40308,-9
40309,-9
40310,-9
40311,-9
40312,-9
40313,-9
40314,-9
40315,-9
40316,-9
40317,-9
40318,-9
40319,-9
40320,-9
40321,-9
40322,-9
40323,-9
40324,-9
40325,-9
40326,-9
40327,-9
40328,-9
40329,-9
40330,-9
40331,-9
40332,-9
40333,-9
40334,-9
40335,-9
40336,-9
40337,-9
40338,-9
40339,-9
40340,-9
40341,-9
40342,-9
40343,-9
40344,-9
40345,-9
40346,-9
40347,-9
40348,-9
40349,-9
40350,-9
40351,-9
40352,-9
40353,-9
40354,-9
40355,-9
40356,-9
40357,-9
40358,-9
40359,-9
40360,-9
40361,-9
40362,-9
40363,-9
40364,-9
40365,-9
40366,-9
40367,-9
40368,-9
40369,-9
40370,-9
40371,-9
40372,-9
40373,-9
40374,-9
40375,-9
40376,-9
40377,-9
40378,-9
40379,-9
40380,-9
40381,-9
40382,-9
40383,-9
40384,-9
40385,-9
40386,-9
40387,-9
40388,-9
40389,-9
40390,-9
40391,-9
40392,-9
40393,-9
40394,-9
40395,-9
40396,-9
40397,-9
40398,-9
40399,-9
40400,-9
40401,-9
40402,-9
40403,-9
40404,-9
40405,-9
40406,-9
40407,-9
40408,-9
40409,-9
40410,-9
40411,-9
40412,-9
40413,-9
40414,-9
40415,-9
40416,-9
40417,-9
40418,-9
40419,-9
40420,-9
40421,-9
40422,-9
40423,-9
40424,-9
40425,-9
40426,-9
40427,-9
40428,-9
40429,-9
40430,-9
40431,-9
40432,-9
40433,-9
40434,-9
40435,-9
40436,-9
40437,-9
40438,-9
40439,-9
40440,-9
40441,-9
40442,-9
40443,-9
40444,-9
40445,-9
40446,-9
40447,-9
40448,-9
40449,-9
40450,-9
40451,-9
40452,-9
40453,-9
40454,-9
40455,-9
40456,-9
40457,-9
40458,-9
40459,-9
40460,-9
40461,-9
40462,-9
40463,-9
40464,-9
40465,-9
40466,-9
40467,-9
40468,-9
40469,-9
40470,-9
40471,-9
40472,-9
40473,-9
40474,-9
40475,-9
40476,-9
40477,-9
40478,-9
40479,-9
40480,-9
40481,-9
40482,-9
40483,-9
40484,-9
40485,-9
40486,-9
40487,-9
40488,-9
40489,-9
40490,-9
40491,-9
40492,-9
40493,-9
40494,-9
40495,-9
40496,-9
40497,-9
40498,-9
40499,-9
40500,-9
40501,-9
40502,-9
40503,-9
40504,-9
40505,-9
40506,-9
40507,-9
40508,1
40509,1
40510,1
40511,1
40512,1
40513,1
40514,1
40515,1
40516,1
40517,1
40518,1
40519,1
40520,1
40521,1
40522,1
40523,1
40524,1
40525,1
40526,1
40527,1
40528,1
40529,1
40530,1
40531,1
40532,1
40533,1
40534,1
40535,1
40536,1
40537,-9
40538,-9
40539,-9
40540,-9
40541,-9
40542,-9
40543,-9
40544,-9
40545,-9
40546,-9
40547,-9
40548,-9
40549,-9
40550,-9
40551,-9
40552,-9
40553,-9
40554,-9
40555,-9
40556,-9
40557,-9
40558,-9
40559,-9
40560,-9
40561,-9
40562,-9
40563,-9
40564,-9
40565,-9
40566,-9
40567,-9
40568,-9
40569,-9
40570,-9
40571,-9
40572,-9
40573,-9
40574,-9
40575,-9
40576,-9
40577,-9
40578,-9
40579,-9
40580,-9
40581,-9
40582,-9
40583,-9
40584,-9
40585,-9
40586,-9
40587,-9
40588,-9
40589,-9
40590,-9
40591,-9
40592,-9
40593,-9
40594,-9
40595,-9
40596,-9
40597,-9
40598,-9
40599,-9
40600,-9
40601,-9
40602,-9
40603,-9
40604,-9
40605,-9
40606,-9
40607,-9
40608,-9
40609,-9
40610,-9
40611,-9
40612,-9
40613,-9
40614,-9
40615,-9
40616,-9
40617,-9
40618,-9
40619,-9
40620,-9
40621,-9
40622,-9
40623,-9
40624,-9
40625,-9
40626,-9
40627,-9
40628,-9
40629,-9
40630,-9
40631,-9
40632,-9
40633,-9
40634,-9
40635,-9
40636,-9
40637,-9
40638,-9
40639,-9
40640,-9
40641,-9
40642,-9
40643,-9
40644,-9
40645,-9
40646,-9
40647,-9
40648,-9
40649,-9
40650,-9
40651,-9
40652,-9
40653,-9
40654,-9
40655,-9
40656,-9
40657,-9
40658,-9
40659,-9
40660,-9
40661,-9
40662,-9
40663,-9
40664,-9
40665,-9
40666,-9
40667,-9
40668,-9
40669,-9
40670,-9
40671,-9
40672,-9
40673,-9
40674,-9
40675,-9
40676,-9
40677,-9
40678,-9
40679,-9
40680,-9
40681,-9
40682,-9
40683,-9
40684,-9
40788,-9
40789,-9
40790,-9
40791,-9
40792,-9
40793,-9
40794,-9
40795,-9
40796,-9
40797,-9
40798,-9
40799,-9
40800,-9
40801,-9
40802,-9
40803,-9
40804,-9
40805,-9
40806,-9
40807,-9
40808,-9
40809,-9
40810,-9
40811,-9
40812,-9
40813,-9
40814,-9
40815,-9
40816,-9
40817,-9
40818,-9
40819,-9
40820,-9
40821,-9
40822,-9
40823,-9
40824,-9
40825,-9
40826,-9
40827,-9
40828,-9
40829,-9
40830,-9
40831,-9
40832,-9
40833,-9
40834,-9
40835,-9
40836,-9
40837,-9
40838,-9
40839,-9
40840,-9
40841,-9
40842,-9
40843,-9
40844,-9
40845,-9
40846,-9
40847,-9
40848,-9
40849,-9
40850,-9
40851,-9
40852,-9
40853,-9
40854,-9
40855,-9
40856,-9
40857,-9
40858,-9
40859,-9
40860,-9
40861,-9
40862,-9
40863,-9
40864,-9
40865,-9
40866,-9
40867,-9
40868,-9
40869,-9
40870,-9
40871,-9
40872,-9
40873,-9
40874,-9
40875,-9
40876,-9
40877,-9
40878,-9
40879,-9
40880,-9
40881,-9
40882,-9
40883,-9
40884,-9
40885,-9
40886,-9
40887,-9
40888,-9
40889,-9
40890,-9
40891,-9
40892,-9
40893,-9
40894,-9
40895,-9
40896,-9
40897,-9
40898,-9
40899,-9
40900,-9
40901,-9
40902,-9
40903,-9
40904,-9
40905,-9
40906,-9
40907,-9
40908,-9
40909,-9
40910,-9
40911,-9
40912,-9
40913,-9
40914,-9
40915,-9
40916,-9
40917,-9
40918,-9
40919,-9
40920,-9
40921,-9
40922,-9
40923,-9
40924,-9
40925,-9
40926,-9
40927,-9
40928,-9
40929,-9
40930,-9
40931,-9
40932,-9
40933,-9
40934,-9
40935,1
40936,1
40937,1
40938,1
40939,1
40940,1
40941,1
40942,3
40943,3
40944,3
40945,3
40946,3
40947,3
40948,3
40949,3
40950,3
40951,3
40952,3
40953,3
40954,3
40955,3
40956,3
40957,3
40958,3
40959,3
40960,3
40961,3
40962,3
40963,3
40964,3
40965,3
40966,3
40967,3
40968,3
40969,3
40970,3
40971,3
40972,3
40973,3
40974,3
40975,3
40976,3
40977,3
40978,3
40979,3
40980,3
40981,3
40982,3
40983,3
40984,3
40985,3
40986,3
40987,3
40988,3
40989,3
40990,3
40991,3
40992,3
40993,3
40994,3
40995,3
40996,3
40997,3
40998,3
40999,3
41000,3
41001,3
41002,3
41003,3
41004,3
41005,3
41006,3
41007,3
41008,3
41009,3
41010,3
41011,3
41012,3
41013,3
41014,3
41015,3
41016,3
41017,3
41018,3
41019,3
41020,3
41021,3
41022,3
41023,3
41024,3
41025,3
41026,3
41027,3
41028,3
41029,3
41030,3
41031,3
41032,3
41033,3
41034,3
41035,3
41036,3
41037,3
41038,3
41039,3
41040,3
41041,3
41042,3
41043,3
41044,3
41045,3
41046,3
41047,3
41048,3
41049,3
41050,3
41051,3
41052,3
41053,3
41054,3
41055,3
41056,3
41057,3
41058,3
41059,3
41060,3
41061,3
41062,3
41063,3
41064,3
41065,3
41066,3
41067,3
41068,3
41069,3
41070,3
41071,3
41072,3
41073,3
41074,3
41075,3
41076,3
41077,3
41078,3
41079,3
41080,3
41081,3
41082,3
41083,3
41084,3
41085,3
41086,3
41087,3
41088,3
41089,3
41090,3
41091,3
41092,3
41093,3
41094,3
41095,3
41096,3
41097,3
41098,3
41099,3
41100,3
41101,3
41102,3
41103,3
41104,3
41105,3
41106,3
41107,3
41108,3
41109,3
41110,3
41111,3
41112,3
41113,3
41114,3
41115,3
41116,3
41117,3
41118,3
41119,3
41120,3
41121,3
41122,3
41123,3
41124,3
41125,3
41126,3
41127,3
41128,3
41129,3
41130,3
41131,3
41132,3
41133,3
41134,3
41135,3
41136,3
41137,3
41138,3
41139,3
41140,3
41141,3
41142,3
41143,3
41144,3
41145,3
41146,3
41147,3
41148,3
41149,3
41150,3
41151,3
41152,3
41153,3
41154,3
41155,3
41156,3
41157,3
41158,3
41159,3
41160,3
41161,3
41162,3
41163,3
41164,3
41165,3
41166,3
41167,3
41168,3
41169,3
41170,1
41171,1
41172,1
41173,1
41174,1
41175,1
41176,1
41177,1
41178,1
41179,1
41180,1
41181,1
41182,1
41183,1
41184,1
41185,1
41186,1
41187,1
41188,1
41189,1
41190,1
41191,1
41192,1
41193,1
41194,1
41195,1
41196,1
41197,1
41198,4
41199,4
41200,4
41201,4
41202,4
41203,4
41204,4
41205,4
41206,4
41207,4
41208,4
41209,4
41210,4
41211,4
41212,4
41213,4
41214,4
41215,4
41216,4
41217,4
41218,4
41219,4
41220,4
41221,4
41222,4
41223,4
41224,0
41225,0
41226,0
41227,0
41228,0
41229,0
41230,0
41231,0
41232,0
41233,0
41234,0
41235,0
41236,0
41237,0
41238,0
41239,0
41240,0
41241,0
41242,0
41243,0
41244,0
41245,0
41246,0
41247,0
41248,0
41249,0
41250,0
41251,0
41252,0
41253,0
41254,0
41255,0
41256,0
41257,0
41258,0
41259,0
41260,0
41261,0
41262,0
41263,0
41264,0
41265,0
41266,0
41267,0
41268,0
41269,0
41270,0
41271,0
41272,0
41273,0
41274,0
41275,0
41276,0
41277,0
41278,0
41279,0
41280,0
41281,0
41282,0
41283,0
41284,1
41285,1
41286,1
41287,1
41288,1
41289,1
41290,1
41291,1
41292,1
41293,1
41294,1
41295,1
41296,1
