Frame,Chorea Label File 1,Chorea Label File 2,Issue
43687,-9,-9,Missing Frame in File 1
43760,-9,-9,Missing Frame in File 2
43761,-9,-9,Missing Frame in File 2
43762,-9,-9,Missing Frame in File 2
43763,-9,-9,Missing Frame in File 2
43764,-9,-9,Missing Frame in File 2
43765,-9,-9,Missing Frame in File 2
43766,-9,-9,Missing Frame in File 2
43767,-9,-9,Missing Frame in File 2
43768,-9,-9,Missing Frame in File 2
43769,-9,-9,Missing Frame in File 2
43770,-9,-9,Missing Frame in File 2
43771,-9,-9,Missing Frame in File 2
43772,-9,-9,Missing Frame in File 2
43773,-9,-9,Missing Frame in File 2
43774,-9,-9,Missing Frame in File 2
43775,-9,-9,Missing Frame in File 2
43776,-9,-9,Missing Frame in File 2
43777,-9,-9,Missing Frame in File 2
44182,-9,-9,Missing Frame in File 1
44183,-9,-9,Missing Frame in File 1
44184,-9,-9,Missing Frame in File 1
44185,-9,-9,Missing Frame in File 1
44186,-9,-9,Missing Frame in File 1
44187,-9,-9,Missing Frame in File 1
44188,-9,-9,Missing Frame in File 1
44189,-9,-9,Missing Frame in File 1
44190,-9,-9,Missing Frame in File 1
44191,-9,-9,Missing Frame in File 1
44192,-9,-9,Missing Frame in File 1
44193,-9,-9,Missing Frame in File 1
44194,-9,-9,Missing Frame in File 1
44195,-9,-9,Missing Frame in File 1
44196,-9,-9,Missing Frame in File 1
44197,-9,-9,Missing Frame in File 1
44198,-9,-9,Missing Frame in File 1
44199,-9,-9,Missing Frame in File 1
44200,-9,-9,Missing Frame in File 1
44201,-9,-9,Missing Frame in File 1
44202,-9,-9,Missing Frame in File 1
44203,-9,-9,Missing Frame in File 1
44204,-9,-9,Missing Frame in File 1
44205,1,-9,Mismatch
44206,1,-9,Mismatch
44207,1,-9,Mismatch
44208,1,-9,Mismatch
44209,1,-9,Mismatch
44210,1,-9,Mismatch
44211,1,-9,Mismatch
44212,1,-9,Mismatch
44213,1,3,Mismatch
44214,1,3,Mismatch
44215,1,3,Mismatch
44216,1,3,Mismatch
44217,1,3,Mismatch
44218,1,3,Mismatch
44219,1,3,Mismatch
44220,1,3,Mismatch
44221,1,3,Mismatch
44222,1,3,Mismatch
44223,1,3,Mismatch
44224,1,3,Mismatch
44225,1,3,Mismatch
44226,1,3,Mismatch
44227,1,3,Mismatch
44228,1,3,Mismatch
44229,1,3,Mismatch
44230,1,3,Mismatch
44231,1,3,Mismatch
44232,1,3,Mismatch
44233,1,3,Mismatch
44234,1,3,Mismatch
44235,1,3,Mismatch
44236,1,3,Mismatch
44237,1,3,Mismatch
44238,1,3,Mismatch
44239,1,3,Mismatch
44240,1,3,Mismatch
44241,1,3,Mismatch
44242,1,3,Mismatch
44243,1,3,Mismatch
44244,1,3,Mismatch
44245,1,3,Mismatch
44246,1,3,Mismatch
44247,1,3,Mismatch
44248,1,3,Mismatch
44249,1,3,Mismatch
44287,3,1,Mismatch
44288,3,1,Mismatch
44289,3,1,Mismatch
44309,1,4,Mismatch
44310,1,4,Mismatch
44311,1,4,Mismatch
44312,1,4,Mismatch
44313,1,4,Mismatch
44314,1,4,Mismatch
44315,1,4,Mismatch
44316,1,4,Mismatch
44317,1,4,Mismatch
44318,1,4,Mismatch
44319,1,4,Mismatch
44320,1,4,Mismatch
44321,1,4,Mismatch
44322,1,4,Mismatch
44323,1,4,Mismatch
44324,1,4,Mismatch
44325,1,4,Mismatch
44326,1,4,Mismatch
44327,1,4,Mismatch
44328,1,4,Mismatch
44329,1,4,Mismatch
44330,1,4,Mismatch
44331,1,4,Mismatch
44332,1,4,Mismatch
44333,1,4,Mismatch
44334,1,4,Mismatch
44335,1,4,Mismatch
44336,1,4,Mismatch
44337,1,4,Mismatch
44338,1,4,Mismatch
44339,1,4,Mismatch
44340,1,4,Mismatch
44341,1,4,Mismatch
44342,1,4,Mismatch
44343,1,4,Mismatch
44344,1,4,Mismatch
44345,1,4,Mismatch
44346,1,4,Mismatch
44347,1,4,Mismatch
44387,-9,4,Mismatch
44388,1,4,Mismatch
44389,1,4,Mismatch
44390,1,4,Mismatch
44391,1,4,Mismatch
44392,1,4,Mismatch
44393,1,4,Mismatch
44394,1,4,Mismatch
44395,1,4,Mismatch
44396,1,4,Mismatch
44397,1,4,Mismatch
44398,1,4,Mismatch
44399,1,4,Mismatch
44400,1,4,Mismatch
44401,1,4,Mismatch
44402,1,4,Mismatch
44403,1,4,Mismatch
44404,1,4,Mismatch
44405,1,4,Mismatch
44406,1,4,Mismatch
44407,1,4,Mismatch
44408,1,4,Mismatch
44409,1,4,Mismatch
44410,1,4,Mismatch
44411,1,4,Mismatch
44412,1,4,Mismatch
44413,1,4,Mismatch
44414,1,4,Mismatch
44415,1,0,Mismatch
44416,1,0,Mismatch
44417,1,0,Mismatch
44418,1,0,Mismatch
44419,1,0,Mismatch
44420,1,0,Mismatch
44421,1,0,Mismatch
44422,1,0,Mismatch
44423,1,0,Mismatch
44424,1,0,Mismatch
44425,1,0,Mismatch
44426,1,0,Mismatch
44427,1,0,Mismatch
44428,1,0,Mismatch
44429,1,0,Mismatch
44430,1,0,Mismatch
44431,1,0,Mismatch
44432,1,0,Mismatch
44433,1,0,Mismatch
44434,1,0,Mismatch
44435,1,0,Mismatch
44436,1,0,Mismatch
44437,1,0,Mismatch
44438,1,0,Mismatch
44439,1,0,Mismatch
44440,1,0,Mismatch
44441,1,0,Mismatch
44442,1,0,Mismatch
44443,1,0,Mismatch
44444,1,0,Mismatch
44445,1,0,Mismatch
44446,1,0,Mismatch
44447,1,0,Mismatch
44448,1,0,Mismatch
44449,1,0,Mismatch
44450,1,0,Mismatch
44451,1,0,Mismatch
44452,1,0,Mismatch
44453,1,0,Mismatch
44454,1,0,Mismatch
44455,1,0,Mismatch
44456,1,0,Mismatch
44457,1,0,Mismatch
44458,1,0,Mismatch
44459,1,0,Mismatch
44460,1,0,Mismatch
44461,1,0,Mismatch
44462,1,0,Mismatch
44463,1,0,Mismatch
44464,1,0,Mismatch
44465,1,0,Mismatch
44466,1,0,Mismatch
44467,1,0,Mismatch
44468,1,0,Mismatch
44469,1,0,Mismatch
44470,1,0,Mismatch
44471,1,0,Mismatch
44472,1,0,Mismatch
44473,1,0,Mismatch
44474,1,0,Mismatch
44475,1,0,Mismatch
44476,1,0,Mismatch
44477,1,0,Mismatch
44478,1,0,Mismatch
44479,1,0,Mismatch
44480,1,0,Mismatch
44481,1,0,Mismatch
44482,1,0,Mismatch
44483,1,0,Mismatch
44484,1,0,Mismatch
44485,1,0,Mismatch
44486,1,0,Mismatch
44487,1,0,Mismatch
44488,1,0,Mismatch
44489,1,0,Mismatch
44490,1,0,Mismatch
44491,1,0,Mismatch
44557,1,2,Mismatch
