Frame,Chorea Label File 1,Chorea Label File 2,Issue
43698,-9,2,Mismatch
43699,-9,2,Mismatch
43700,-9,2,Mismatch
43701,-9,2,Mismatch
43702,-9,2,Mismatch
43703,-9,2,Mismatch
43704,-9,2,Mismatch
43705,-9,2,Mismatch
43706,-9,2,Mismatch
43707,-9,2,Mismatch
43708,-9,2,Mismatch
43709,-9,2,Mismatch
43710,-9,2,Mismatch
43711,-9,2,Mismatch
43712,-9,2,Mismatch
43713,-9,2,Mismatch
43714,-9,2,Mismatch
43715,-9,2,Mismatch
43716,-9,2,Mismatch
43717,-9,2,Mismatch
43718,-9,2,Mismatch
43719,-9,2,Mismatch
43720,-9,2,Mismatch
43721,-9,2,Mismatch
43722,-9,2,Mismatch
43723,-9,2,Mismatch
43724,-9,2,Mismatch
43725,-9,2,Mismatch
43726,-9,2,Mismatch
43727,-9,2,Mismatch
43728,-9,2,Mismatch
43729,-9,2,Mismatch
43730,-9,2,Mismatch
43731,-9,2,Mismatch
43732,-9,2,Mismatch
43733,-9,2,Mismatch
43734,-9,2,Mismatch
43735,-9,2,Mismatch
43736,-9,2,Mismatch
43737,-9,2,Mismatch
43738,-9,2,Mismatch
43739,-9,2,Mismatch
43740,-9,2,Mismatch
43741,-9,2,Mismatch
43742,-9,2,Mismatch
43743,-9,2,Mismatch
43744,-9,2,Mismatch
43745,-9,2,Mismatch
43746,-9,2,Mismatch
43747,-9,2,Mismatch
43748,-9,2,Mismatch
43749,-9,2,Mismatch
43750,-9,2,Mismatch
43751,-9,2,Mismatch
43752,-9,2,Mismatch
43753,-9,2,Mismatch
43754,-9,2,Mismatch
43755,-9,2,Mismatch
43756,-9,2,Mismatch
43757,-9,2,Mismatch
43758,-9,2,Mismatch
43759,-9,2,Mismatch
43760,-9,2,Mismatch
43761,-9,2,Mismatch
43762,-9,2,Mismatch
43763,-9,2,Mismatch
43764,-9,2,Mismatch
43765,-9,2,Mismatch
43766,-9,2,Mismatch
43767,-9,2,Mismatch
43768,-9,2,Mismatch
