T,,#6464ff
P,False,43250,43562,clapping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,43804,45304,far from the camera,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,54150,54759,hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,56194,56522,hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,59352,59619,clapping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,87404,87695,clapping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,125306,125515,bending,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,130801,131071,clapping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,133467,134577,hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,135208,137895,hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,138606,140639,hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,140644,141531,far from the camera,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
P,False,159185,159195,finish,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03048>
T,,#6464ff
P,False,41430,45641,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,45641,46530,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,46532,46672,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,46673,46802,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,46803,47570,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,47571,47663,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,47663,47771,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,47771,48620,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,48622,48714,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,48715,49561,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,49563,49704,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,49706,50521,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,50521,50670,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,50672,51476,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,51478,51656,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,51657,52462,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,52463,52613,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,52614,52914,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,52916,53676,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,53677,54762,walking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,54763,54882,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,54884,55096,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,55097,55165,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,55166,55602,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,55602,55661,turning around,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,55662,55830,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,55832,57383,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57384,57492,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57494,57541,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57542,57754,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57756,57839,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57840,57893,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57895,57916,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57916,57977,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,57979,58137,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,58138,63458,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,63459,63543,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,63544,63606,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,63607,63755,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,63756,63969,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,63971,64025,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64026,64052,sitting down,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64054,64540,sitting,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64542,64594,standing up,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64595,64631,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64633,64859,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64860,64884,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64885,64954,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64955,64977,stepping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
P,False,64978,65338,standing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001C08CA03C48>
