Frame,Chorea Label
9292,-9
9293,-9
9294,-9
9295,-9
9296,-9
9297,-9
9298,-9
9299,-9
9300,-9
9301,-9
9302,-9
9303,-9
9304,-9
9305,-9
9306,-9
9307,-9
9308,-9
9309,-9
9310,-9
9311,-9
9312,-9
9313,-9
9314,-9
9315,-9
9316,-9
9317,-9
9318,-9
9319,-9
9320,-9
9321,-9
9322,-9
9323,-9
9324,-9
9325,-9
9326,-9
9327,-9
9328,-9
9329,-9
9330,-9
9331,-9
9332,-9
9333,-9
9334,-9
9335,-9
9336,-9
9337,-9
9338,-9
9339,-9
9340,-9
9341,-9
9342,-9
9343,-9
9344,-9
9345,-9
9346,-9
9347,-9
9348,-9
9349,-9
9350,-9
9351,-9
9352,-9
9353,-9
9354,-9
9355,-9
9356,-9
9357,-9
9358,-9
9359,-9
9360,-9
9361,-9
9362,-9
9363,-9
9364,-9
9365,-9
9366,-9
9367,-9
9368,-9
9369,-9
9370,-9
9371,-9
9372,-9
9373,-9
9374,-9
9375,-9
9376,-9
9377,-9
9378,-9
9379,-9
9380,-9
9381,-9
9382,-9
9383,-9
9384,-9
9385,-9
9386,-9
9387,-9
9388,-9
9389,-9
9390,-9
9391,-9
9392,-9
9393,-9
9394,-9
9395,-9
9396,-9
9397,-9
9398,-9
9399,-9
9400,-9
9401,-9
9402,-9
9403,-9
9404,-9
9405,-9
9406,-9
9407,-9
9408,-9
9409,-9
9410,-9
9411,-9
9412,-9
9413,-9
9414,-9
9415,-9
9416,-9
9417,-9
9418,-9
9419,-9
9420,-9
9421,-9
9422,-9
9423,-9
9424,-9
9425,-9
9426,-9
9427,-9
9428,-9
9429,-9
9430,-9
9431,-9
9432,-9
9433,-9
9434,-9
9435,-9
9436,-9
9437,-9
9438,-9
9439,-9
9440,-9
9441,-9
9442,-9
54051,-9
54052,-9
54053,-9
54054,-9
54055,-9
54056,-9
54057,-9
54058,-9
54059,-9
54060,-9
54061,-9
54062,-9
54063,-9
54064,-9
54065,-9
54066,-9
54067,-9
54068,-9
54069,-9
54070,-9
54071,-9
54072,-9
54073,-9
54074,-9
54075,-9
54076,-9
54077,-9
54078,-9
54079,-9
54080,-9
54081,-9
54082,-9
54083,-9
54084,-9
54085,-9
54086,-9
54087,-9
54088,-9
54089,-9
54090,-9
54091,-9
54092,-9
54093,-9
54094,-9
54095,-9
54096,-9
54097,-9
54098,-9
54099,-9
54100,-9
54101,-9
54102,-9
54103,-9
54104,-9
54105,-9
54106,-9
54107,-9
54108,-9
54109,-9
54110,-9
54111,-9
54112,-9
54113,-9
54114,-9
54115,-9
54116,-9
54117,-9
54118,-9
54119,-9
54120,-9
54121,-9
54122,-9
54123,-9
54124,-9
54125,-9
54126,-9
54127,-9
54128,-9
54129,-9
54130,-9
54131,-9
54132,-9
54133,-9
54134,-9
54135,-9
54136,-9
54137,-9
54138,-9
54139,-9
54140,-9
54141,-9
54142,-9
54143,-9
54144,-9
54145,-9
54146,-9
54147,-9
54148,-9
54149,-9
54150,-9
54151,-9
54152,-9
54153,-9
54154,-9
54155,-9
54156,-9
54157,-9
54158,-9
54159,-9
54160,-9
54161,-9
54162,-9
54163,-9
54164,-9
54165,-9
54166,-9
54167,-9
54168,-9
54169,-9
54170,-9
54171,-9
54172,-9
54173,-9
54174,-9
54175,-9
54176,-9
54177,-9
54178,-9
54179,-9
54180,-9
54181,-9
54182,-9
54183,-9
54184,-9
54185,-9
54186,-9
54187,-9
54188,-9
54189,-9
54190,-9
54191,-9
54192,-9
54193,-9
54194,-9
54195,-9
54196,-9
54197,-9
54198,-9
54199,-9
54200,-9
54201,-9
54202,-9
54203,-9
54204,-9
54205,-9
54206,-9
54207,-9
54208,-9
54209,-9
54210,-9
54211,-9
54212,-9
54213,-9
54214,-9
54215,-9
54216,-9
54217,-9
54218,-9
54219,-9
54220,-9
54221,-9
54222,-9
54223,-9
54224,-9
54225,-9
54226,-9
54227,-9
54228,-9
54229,-9
54230,-9
54231,-9
54232,-9
54233,-9
54234,-9
54235,-9
54236,-9
54237,-9
54238,-9
54239,-9
54240,-9
54241,-9
54242,-9
54243,-9
54244,-9
54245,-9
54246,-9
54247,-9
54248,-9
54249,-9
54250,-9
54251,-9
54252,-9
54253,-9
54254,-9
54255,-9
54256,-9
54257,-9
54258,-9
54259,-9
54260,-9
54261,-9
54262,-9
54263,-9
54264,-9
54265,-9
54266,-9
54267,-9
54268,-9
54269,-9
54270,-9
54271,-9
54272,-9
54273,-9
54274,-9
54275,-9
54276,-9
54277,-9
54278,-9
54279,-9
54280,-9
54281,-9
54282,-9
54283,-9
54284,-9
54285,-9
54286,-9
54287,-9
54288,-9
54289,-9
54290,-9
54291,-9
54292,-9
54293,-9
54294,-9
54295,-9
54296,-9
54297,-9
54298,-9
54299,-9
54300,-9
54301,-9
54302,-9
54303,-9
54304,-9
54305,-9
54306,-9
54307,-9
54308,-9
58522,0
58523,0
58524,0
58525,0
58526,0
58527,0
58528,0
58529,0
58530,0
58531,0
58532,0
58533,0
58534,0
58535,0
58536,0
58537,0
58538,0
58539,0
58540,0
58541,0
58542,0
58543,0
58544,0
58545,0
58546,0
58547,0
58548,0
58549,0
58550,0
58551,0
58552,0
58553,0
58554,0
58555,0
58556,0
58557,0
58558,0
58559,0
58560,0
58561,0
58562,0
58563,0
58564,0
58565,0
58566,0
58567,0
58568,0
58569,0
58570,1
58571,1
58572,1
58573,1
58574,1
58575,1
58576,1
58577,1
58578,1
58579,1
58580,1
58581,1
58582,1
58583,1
58584,1
58585,1
58586,1
58587,1
58588,1
58589,1
58590,1
58591,1
58592,1
58593,1
58594,1
58595,1
58596,1
58597,1
58598,1
58599,1
58600,1
58601,1
58602,1
58603,1
58604,0
58605,0
58606,0
58607,0
58608,0
58609,0
58610,0
58611,0
58612,0
58613,0
58614,0
58615,0
58616,0
58617,0
58618,0
58619,0
58620,0
58621,0
58622,0
58623,0
58624,0
58625,0
58626,0
58627,0
58628,0
58629,0
58630,0
58631,0
58632,0
58633,0
58634,0
58635,0
58636,0
58637,0
58638,0
58639,0
58640,0
58641,0
58642,0
58643,0
58644,0
58645,0
58646,0
58647,0
58648,0
58649,0
58650,0
58651,0
58652,0
58653,0
58702,0
58703,0
58704,0
58705,0
58706,0
58707,0
58708,0
58709,0
58710,0
58711,0
58712,0
58713,0
58714,0
58715,0
58716,0
58717,0
58718,0
58719,0
58720,0
58721,0
58722,0
58723,0
58724,0
58725,0
58726,0
58727,0
58728,0
58729,0
58730,0
58731,0
58732,0
58733,0
58734,0
58735,0
58736,0
58737,0
58738,0
58739,0
58740,0
58741,0
58742,0
58743,0
58744,0
58745,0
58746,0
58747,0
58748,0
58749,0
58750,0
58751,0
58752,0
58753,0
58754,0
58755,0
58756,0
58757,0
58758,0
58759,0
58760,0
58761,0
58762,0
58763,0
58764,0
58765,0
58766,0
58767,0
58768,0
58769,0
58770,0
58771,0
