Frame,Chorea Label File 1,Chorea Label File 2,Issue
9307,0,-9,Missing Frame in File 2
9308,0,-9,Missing Frame in File 2
9309,0,-9,Missing Frame in File 2
9310,0,-9,Missing Frame in File 2
9311,0,-9,Missing Frame in File 2
9312,0,-9,Missing Frame in File 2
9313,0,-9,Missing Frame in File 2
9314,0,-9,Missing Frame in File 2
9315,0,-9,Missing Frame in File 2
9316,0,-9,Missing Frame in File 2
9317,0,-9,Missing Frame in File 2
9318,0,-9,Missing Frame in File 2
9319,0,-9,Missing Frame in File 2
9320,0,-9,Missing Frame in File 2
9321,0,-9,Missing Frame in File 2
9322,0,-9,Missing Frame in File 2
9323,0,-9,Missing Frame in File 2
9324,0,-9,Missing Frame in File 2
9325,0,-9,Missing Frame in File 2
9326,0,-9,Missing Frame in File 2
9327,0,-9,Missing Frame in File 2
9328,0,-9,Missing Frame in File 2
9329,0,-9,Missing Frame in File 2
9330,0,-9,Missing Frame in File 2
9331,0,-9,Missing Frame in File 2
9332,0,-9,Missing Frame in File 2
9333,0,-9,Missing Frame in File 2
9334,0,-9,Missing Frame in File 2
9335,0,-9,Missing Frame in File 2
9336,0,-9,Missing Frame in File 2
9337,0,-9,Missing Frame in File 2
9338,0,-9,Missing Frame in File 2
9339,0,-9,Missing Frame in File 2
9340,0,-9,Missing Frame in File 2
9341,0,-9,Missing Frame in File 2
9342,0,-9,Missing Frame in File 2
9343,0,-9,Missing Frame in File 2
9344,0,-9,Missing Frame in File 2
9345,0,-9,Missing Frame in File 2
9346,0,-9,Missing Frame in File 2
9347,0,-9,Missing Frame in File 2
9348,0,-9,Missing Frame in File 2
9349,0,-9,Missing Frame in File 2
9350,0,-9,Missing Frame in File 2
9351,0,-9,Missing Frame in File 2
9352,0,-9,Missing Frame in File 2
9353,0,-9,Missing Frame in File 2
9354,0,-9,Missing Frame in File 2
9355,0,-9,Missing Frame in File 2
9356,0,-9,Missing Frame in File 2
9357,0,-9,Missing Frame in File 2
9358,0,-9,Missing Frame in File 2
9359,0,-9,Missing Frame in File 2
9360,0,-9,Missing Frame in File 2
9361,0,-9,Missing Frame in File 2
9362,0,-9,Missing Frame in File 2
9363,0,-9,Missing Frame in File 2
9364,0,-9,Missing Frame in File 2
9365,0,-9,Missing Frame in File 2
9366,0,-9,Missing Frame in File 2
9367,0,-9,Missing Frame in File 2
9368,0,-9,Missing Frame in File 2
9369,0,-9,Missing Frame in File 2
9370,0,-9,Missing Frame in File 2
9371,0,-9,Missing Frame in File 2
9372,0,-9,Missing Frame in File 2
9373,0,-9,Missing Frame in File 2
9374,0,-9,Missing Frame in File 2
9375,0,-9,Missing Frame in File 2
9376,0,-9,Missing Frame in File 2
9377,0,-9,Missing Frame in File 2
9378,0,-9,Missing Frame in File 2
9379,0,-9,Missing Frame in File 2
9380,0,-9,Missing Frame in File 2
9381,0,-9,Missing Frame in File 2
9382,0,-9,Missing Frame in File 2
9383,0,-9,Missing Frame in File 2
9384,0,-9,Missing Frame in File 2
9385,0,-9,Missing Frame in File 2
9386,0,-9,Missing Frame in File 2
9387,0,-9,Missing Frame in File 2
9388,0,-9,Missing Frame in File 2
9389,0,-9,Missing Frame in File 2
9390,0,-9,Missing Frame in File 2
9391,0,-9,Missing Frame in File 2
9392,0,-9,Missing Frame in File 2
9393,0,-9,Missing Frame in File 2
9394,0,-9,Missing Frame in File 2
9395,0,-9,Missing Frame in File 2
9396,0,-9,Missing Frame in File 2
9397,0,-9,Missing Frame in File 2
9398,0,-9,Missing Frame in File 2
9399,0,-9,Missing Frame in File 2
9400,0,-9,Missing Frame in File 2
9401,0,-9,Missing Frame in File 2
9402,0,-9,Missing Frame in File 2
9403,0,-9,Missing Frame in File 2
9404,0,-9,Missing Frame in File 2
9405,0,-9,Missing Frame in File 2
9406,0,-9,Missing Frame in File 2
9407,0,-9,Missing Frame in File 2
9408,0,-9,Missing Frame in File 2
9409,0,-9,Missing Frame in File 2
9410,0,-9,Missing Frame in File 2
9411,0,-9,Missing Frame in File 2
9412,0,-9,Missing Frame in File 2
9413,0,-9,Missing Frame in File 2
9414,0,-9,Missing Frame in File 2
9415,0,-9,Missing Frame in File 2
9416,0,-9,Missing Frame in File 2
9417,0,-9,Missing Frame in File 2
9418,0,-9,Missing Frame in File 2
9419,0,-9,Missing Frame in File 2
9420,0,-9,Missing Frame in File 2
9421,0,-9,Missing Frame in File 2
9422,0,-9,Missing Frame in File 2
9423,0,-9,Missing Frame in File 2
9424,0,-9,Missing Frame in File 2
9425,0,-9,Missing Frame in File 2
9426,0,-9,Missing Frame in File 2
9427,0,-9,Missing Frame in File 2
9428,0,-9,Missing Frame in File 2
9429,0,-9,Missing Frame in File 2
9430,0,-9,Missing Frame in File 2
9431,0,-9,Missing Frame in File 2
9432,0,-9,Missing Frame in File 2
9433,0,-9,Missing Frame in File 2
9434,0,-9,Missing Frame in File 2
9435,0,-9,Missing Frame in File 2
9436,0,-9,Missing Frame in File 2
9437,0,-9,Missing Frame in File 2
9438,0,-9,Missing Frame in File 2
9439,0,-9,Missing Frame in File 2
9440,0,-9,Missing Frame in File 2
9441,0,-9,Missing Frame in File 2
9442,0,-9,Missing Frame in File 2
58493,-9,2,Missing Frame in File 1
58494,-9,2,Missing Frame in File 1
58495,-9,2,Missing Frame in File 1
58496,-9,2,Missing Frame in File 1
58497,-9,2,Missing Frame in File 1
58498,-9,2,Missing Frame in File 1
58499,-9,2,Missing Frame in File 1
58500,-9,2,Missing Frame in File 1
