Frame,Chorea Label
77606,0
77607,0
77608,0
77609,0
77610,0
77611,0
77612,0
77613,0
77614,0
77615,0
77616,0
77617,0
77618,0
77619,0
77620,0
77621,0
77622,0
77623,0
77624,0
77625,0
77626,0
77627,0
77628,0
77629,0
77630,0
77631,0
77632,0
77633,0
77634,0
77635,0
77636,0
77637,0
77638,0
77639,0
77640,0
77641,0
77642,0
77643,0
77644,0
77645,0
77646,0
77647,0
77648,0
77649,0
77650,0
77651,0
77652,0
77653,0
77654,0
77655,0
77656,0
77657,0
77658,0
77659,0
77660,0
77661,0
77662,0
77663,0
77664,0
77665,0
77666,0
77667,0
77668,0
77669,0
77670,0
77671,0
77672,0
77673,0
77674,0
77675,0
77676,0
77677,0
77678,0
77679,0
77680,0
77681,0
77682,0
77683,0
77684,0
77685,0
77686,0
77687,0
77688,0
77689,0
77690,0
77691,0
77692,0
77693,0
77694,0
77695,0
77696,0
77697,0
77698,0
77699,0
77700,0
77701,0
77702,0
77703,0
77704,0
77705,0
77706,0
77707,0
77708,0
77709,0
77710,0
77711,0
77712,0
77713,0
77714,0
77715,0
77716,0
77717,0
77718,0
77719,0
77720,0
77721,0
77722,0
77723,0
77724,0
77725,0
77726,0
77727,0
77728,0
77729,0
77730,0
77731,0
77732,0
77733,0
77734,0
77735,0
77736,0
77737,0
77738,0
77739,0
77740,0
77741,0
77742,0
77743,0
77744,0
77745,0
77746,0
77747,0
77748,0
77749,0
77750,0
77751,0
77752,0
77753,0
77754,0
77755,0
77756,0
77757,0
77758,0
77759,0
77760,0
77761,0
77762,0
77763,0
77764,0
77765,0
77766,0
77767,0
77768,0
77769,0
77770,0
77771,0
77772,0
77773,0
77774,0
77775,0
77776,0
77777,0
77778,0
77779,0
77780,0
77781,0
77782,0
77783,0
77784,0
77785,0
77786,0
77787,0
77788,0
77789,0
77790,0
77791,0
77792,0
77793,0
77794,0
77795,0
77796,0
77797,0
77798,0
77799,0
77800,0
77801,0
77802,0
77803,0
77804,0
