Frame,Chorea Label File 1,Chorea Label File 2,Issue
65024,-9,-9,Missing Frame in File 1
65025,-9,-9,Missing Frame in File 1
65026,-9,-9,Missing Frame in File 1
65027,-9,-9,Missing Frame in File 1
65028,-9,-9,Missing Frame in File 1
65029,-9,-9,Missing Frame in File 1
65030,-9,-9,Missing Frame in File 1
65031,-9,-9,Missing Frame in File 1
65032,-9,-9,Missing Frame in File 1
65033,-9,-9,Missing Frame in File 1
65034,-9,-9,Missing Frame in File 1
65035,-9,-9,Missing Frame in File 1
65036,-9,-9,Missing Frame in File 1
65037,-9,-9,Missing Frame in File 1
65038,-9,-9,Missing Frame in File 1
65039,-9,-9,Missing Frame in File 1
65040,-9,-9,Missing Frame in File 1
65041,-9,-9,Missing Frame in File 1
65042,-9,-9,Missing Frame in File 1
65043,-9,-9,Missing Frame in File 1
65044,-9,-9,Missing Frame in File 1
65045,-9,-9,Missing Frame in File 1
65046,-9,-9,Missing Frame in File 1
65047,-9,-9,Missing Frame in File 1
65048,-9,-9,Missing Frame in File 1
65049,-9,-9,Missing Frame in File 1
65050,-9,-9,Missing Frame in File 1
65051,-9,-9,Missing Frame in File 1
65052,-9,-9,Missing Frame in File 1
65053,-9,-9,Missing Frame in File 1
65054,-9,-9,Missing Frame in File 1
65055,-9,-9,Missing Frame in File 1
65056,-9,-9,Missing Frame in File 1
65057,-9,-9,Missing Frame in File 1
65058,-9,-9,Missing Frame in File 1
65059,-9,-9,Missing Frame in File 1
65060,-9,-9,Missing Frame in File 1
65061,-9,-9,Missing Frame in File 1
65062,-9,-9,Missing Frame in File 1
65063,-9,-9,Missing Frame in File 1
65064,-9,-9,Missing Frame in File 1
65065,-9,-9,Missing Frame in File 1
65066,-9,-9,Missing Frame in File 1
65067,-9,-9,Missing Frame in File 1
65068,-9,-9,Missing Frame in File 1
65069,-9,-9,Missing Frame in File 1
65070,-9,-9,Missing Frame in File 1
65071,-9,-9,Missing Frame in File 1
65072,-9,-9,Missing Frame in File 1
65073,-9,-9,Missing Frame in File 1
65074,-9,-9,Missing Frame in File 1
65075,-9,-9,Missing Frame in File 1
65076,-9,-9,Missing Frame in File 1
65077,-9,-9,Missing Frame in File 1
65078,-9,-9,Missing Frame in File 1
65079,-9,-9,Missing Frame in File 1
65080,-9,-9,Missing Frame in File 1
65081,-9,-9,Missing Frame in File 1
65082,-9,-9,Missing Frame in File 1
65083,-9,-9,Missing Frame in File 1
65084,-9,-9,Missing Frame in File 1
65085,-9,-9,Missing Frame in File 1
65086,-9,-9,Missing Frame in File 1
65087,-9,-9,Missing Frame in File 1
65088,-9,-9,Missing Frame in File 1
65089,-9,-9,Missing Frame in File 1
65090,-9,-9,Missing Frame in File 1
65091,-9,-9,Missing Frame in File 1
65092,-9,-9,Missing Frame in File 1
65093,-9,-9,Missing Frame in File 1
65094,-9,-9,Missing Frame in File 1
65095,-9,-9,Missing Frame in File 1
65096,-9,-9,Missing Frame in File 1
65097,-9,-9,Missing Frame in File 1
65098,-9,-9,Missing Frame in File 1
65099,-9,-9,Missing Frame in File 1
65100,-9,-9,Missing Frame in File 1
65101,-9,-9,Missing Frame in File 1
65102,-9,-9,Missing Frame in File 1
65103,-9,-9,Missing Frame in File 1
65104,-9,-9,Missing Frame in File 1
65105,-9,-9,Missing Frame in File 1
65106,-9,-9,Missing Frame in File 1
65107,-9,-9,Missing Frame in File 1
65108,-9,-9,Missing Frame in File 1
65109,-9,-9,Missing Frame in File 1
65110,-9,-9,Missing Frame in File 1
65111,-9,-9,Missing Frame in File 1
65112,-9,-9,Missing Frame in File 1
65113,-9,-9,Missing Frame in File 1
65114,-9,4,Missing Frame in File 1
65115,-9,4,Missing Frame in File 1
65116,-9,4,Missing Frame in File 1
65117,-9,4,Missing Frame in File 1
65118,-9,4,Missing Frame in File 1
65119,-9,4,Missing Frame in File 1
65120,-9,4,Missing Frame in File 1
65121,-9,4,Missing Frame in File 1
65122,-9,4,Missing Frame in File 1
65123,-9,4,Missing Frame in File 1
65124,-9,4,Missing Frame in File 1
65125,-9,4,Missing Frame in File 1
65126,-9,4,Missing Frame in File 1
65127,-9,4,Missing Frame in File 1
65128,-9,4,Missing Frame in File 1
65129,-9,4,Missing Frame in File 1
65130,-9,4,Missing Frame in File 1
65131,-9,4,Missing Frame in File 1
65132,-9,4,Missing Frame in File 1
65133,-9,4,Missing Frame in File 1
65134,-9,4,Missing Frame in File 1
65135,-9,4,Missing Frame in File 1
65136,-9,4,Missing Frame in File 1
65137,-9,4,Missing Frame in File 1
65138,-9,4,Missing Frame in File 1
65139,-9,4,Missing Frame in File 1
65140,-9,4,Missing Frame in File 1
65141,-9,4,Missing Frame in File 1
65142,-9,4,Missing Frame in File 1
65143,-9,4,Missing Frame in File 1
65144,-9,4,Missing Frame in File 1
65145,-9,4,Missing Frame in File 1
65146,-9,4,Missing Frame in File 1
65147,-9,0,Missing Frame in File 1
65148,-9,0,Missing Frame in File 1
65149,-9,0,Missing Frame in File 1
65150,-9,0,Missing Frame in File 1
65151,-9,0,Missing Frame in File 1
65152,-9,0,Missing Frame in File 1
65153,-9,0,Missing Frame in File 1
65154,-9,0,Missing Frame in File 1
65155,-9,0,Missing Frame in File 1
65156,-9,0,Missing Frame in File 1
