Frame,Chorea Label File 1,Chorea Label File 2,Issue
33941,-9,-9,Missing Frame in File 2
33942,-9,-9,Missing Frame in File 2
33943,-9,-9,Missing Frame in File 2
33944,-9,-9,Missing Frame in File 2
33945,-9,-9,Missing Frame in File 2
33946,-9,-9,Missing Frame in File 2
33947,-9,-9,Missing Frame in File 2
33948,-9,-9,Missing Frame in File 2
34110,3,4,Mismatch
34111,3,4,Mismatch
34112,3,4,Mismatch
34113,3,4,Mismatch
34114,3,4,Mismatch
34154,3,4,Mismatch
34155,3,4,Mismatch
34156,3,4,Mismatch
34157,3,4,Mismatch
34158,3,4,Mismatch
34159,3,4,Mismatch
34160,3,4,Mismatch
34161,3,4,Mismatch
34162,3,4,Mismatch
34163,3,4,Mismatch
34164,3,4,Mismatch
34165,3,4,Mismatch
34166,3,4,Mismatch
34167,3,4,Mismatch
34168,3,4,Mismatch
34169,3,4,Mismatch
34170,3,4,Mismatch
34171,3,4,Mismatch
34172,3,4,Mismatch
34173,3,4,Mismatch
34174,3,4,Mismatch
34175,3,4,Mismatch
34176,3,4,Mismatch
34177,3,4,Mismatch
34178,3,4,Mismatch
34179,3,4,Mismatch
34180,3,4,Mismatch
34181,3,4,Mismatch
34182,3,4,Mismatch
34183,3,4,Mismatch
34184,2,4,Mismatch
34185,2,4,Mismatch
34186,2,4,Mismatch
34187,2,-9,Mismatch
34188,2,-9,Mismatch
34189,2,-9,Mismatch
34190,2,-9,Mismatch
34191,2,-9,Mismatch
34192,2,-9,Mismatch
34193,2,-9,Mismatch
34194,2,-9,Mismatch
34195,2,-9,Mismatch
34196,2,-9,Mismatch
34197,2,-9,Mismatch
34198,2,-9,Mismatch
34199,2,-9,Mismatch
34200,2,-9,Mismatch
34201,2,-9,Mismatch
34202,2,-9,Mismatch
34203,2,-9,Mismatch
34204,2,-9,Mismatch
34205,2,-9,Mismatch
34206,2,-9,Mismatch
34207,2,-9,Mismatch
34238,0,2,Mismatch
34239,0,2,Mismatch
34240,0,2,Mismatch
34241,0,2,Mismatch
34242,0,2,Mismatch
34243,0,2,Mismatch
34244,0,2,Mismatch
34245,0,2,Mismatch
34246,0,2,Mismatch
34247,0,2,Mismatch
34248,0,2,Mismatch
34249,0,2,Mismatch
34250,0,2,Mismatch
34251,0,2,Mismatch
34252,0,2,Mismatch
34253,0,2,Mismatch
34254,0,2,Mismatch
34255,0,2,Mismatch
34256,0,2,Mismatch
34257,0,2,Mismatch
34258,4,3,Mismatch
34259,4,3,Mismatch
34260,4,3,Mismatch
34261,4,3,Mismatch
34262,4,3,Mismatch
34263,4,3,Mismatch
34264,4,3,Mismatch
34265,4,3,Mismatch
34266,4,3,Mismatch
34267,4,3,Mismatch
34268,4,3,Mismatch
34269,4,3,Mismatch
34270,4,3,Mismatch
34271,4,3,Mismatch
34272,4,3,Mismatch
34273,4,3,Mismatch
34274,4,3,Mismatch
34275,4,3,Mismatch
34276,4,3,Mismatch
34277,4,3,Mismatch
34278,4,3,Mismatch
34279,4,3,Mismatch
34280,4,3,Mismatch
34281,4,3,Mismatch
34282,4,3,Mismatch
34283,4,3,Mismatch
34284,4,3,Mismatch
34334,4,2,Mismatch
34373,2,4,Mismatch
34374,2,4,Mismatch
34375,2,4,Mismatch
34376,2,4,Mismatch
34377,2,4,Mismatch
34415,4,0,Mismatch
34416,4,0,Mismatch
34417,4,0,Mismatch
34418,4,0,Mismatch
34419,4,0,Mismatch
34481,0,1,Mismatch
34482,0,1,Mismatch
34483,0,1,Mismatch
34484,0,1,Mismatch
34485,0,1,Mismatch
34486,0,1,Mismatch
34487,0,1,Mismatch
34488,0,1,Mismatch
34489,0,1,Mismatch
34490,0,1,Mismatch
34491,0,1,Mismatch
34492,0,1,Mismatch
34493,0,1,Mismatch
34494,0,1,Mismatch
34495,0,1,Mismatch
34496,0,1,Mismatch
34497,0,1,Mismatch
34498,0,1,Mismatch
34499,0,1,Mismatch
34500,0,1,Mismatch
34501,0,1,Mismatch
34502,0,1,Mismatch
34503,0,1,Mismatch
34504,0,1,Mismatch
34505,0,1,Mismatch
34506,0,1,Mismatch
34507,0,1,Mismatch
34508,0,1,Mismatch
34509,0,1,Mismatch
34510,0,1,Mismatch
34511,0,1,Mismatch
34539,0,1,Mismatch
34540,0,1,Mismatch
34541,0,1,Mismatch
34542,0,1,Mismatch
34543,0,1,Mismatch
34544,0,1,Mismatch
34545,0,1,Mismatch
34546,0,1,Mismatch
34547,0,1,Mismatch
34548,0,1,Mismatch
34549,0,1,Mismatch
34550,0,1,Mismatch
34551,0,1,Mismatch
34615,2,3,Mismatch
34616,2,3,Mismatch
34617,2,3,Mismatch
34618,2,3,Mismatch
34619,2,3,Mismatch
34620,2,3,Mismatch
34621,2,3,Mismatch
34622,2,3,Mismatch
34623,2,3,Mismatch
34624,2,3,Mismatch
34625,2,3,Mismatch
34626,2,3,Mismatch
34627,2,3,Mismatch
34628,2,3,Mismatch
34629,2,3,Mismatch
34630,2,3,Mismatch
34631,2,3,Mismatch
34632,2,3,Mismatch
34633,2,3,Mismatch
34634,2,3,Mismatch
34635,2,3,Mismatch
34636,2,3,Mismatch
34637,2,3,Mismatch
34638,2,4,Mismatch
34639,2,4,Mismatch
34640,3,4,Mismatch
34641,3,4,Mismatch
34642,3,4,Mismatch
34643,3,4,Mismatch
34644,3,4,Mismatch
34645,3,4,Mismatch
34646,3,4,Mismatch
34647,3,4,Mismatch
34648,3,4,Mismatch
34649,3,4,Mismatch
34650,3,4,Mismatch
34651,3,4,Mismatch
34652,3,4,Mismatch
34653,3,4,Mismatch
34654,3,4,Mismatch
34655,3,4,Mismatch
34656,3,4,Mismatch
34657,3,4,Mismatch
34658,3,4,Mismatch
34659,3,4,Mismatch
34660,3,4,Mismatch
34661,3,4,Mismatch
34662,3,4,Mismatch
34663,3,4,Mismatch
34664,3,4,Mismatch
34665,3,4,Mismatch
34666,3,4,Mismatch
34667,3,4,Mismatch
34668,3,4,Mismatch
34669,3,4,Mismatch
34670,3,4,Mismatch
